field_1,field_2,field_3,field_4,dtime
264.6873,82.7397,33.5707,"3",9/21/1988 17:29:42 (W. Europe Daylight Time)
264.70556,82.7402,33.5533,"2",9/21/1988 17:56:00 (W. Europe Daylight Time)
264.72847,82.7413,33.5443,"2",9/21/1988 18:28:59 (W. Europe Daylight Time)
264.72939,82.7402,33.5435,"3",9/21/1988 18:30:19 (W. Europe Daylight Time)
264.75208,82.744,33.5417,"2",9/21/1988 19:02:59 (W. Europe Daylight Time)
264.75417,82.7428,33.5487,"0",9/21/1988 19:06:00 (W. Europe Daylight Time)
264.76272,82.7438,33.5412,"3",9/21/1988 19:18:19 (W. Europe Daylight Time)
264.76319,82.743,33.5482,"2",9/21/1988 19:18:59 (W. Europe Daylight Time)
264.77939,82.7425,33.5497,"3",9/21/1988 19:42:19 (W. Europe Daylight Time)
264.77986,82.7437,33.5467,"2",9/21/1988 19:42:59 (W. Europe Daylight Time)
264.79583,82.7442,33.5347,"0",9/21/1988 20:05:59 (W. Europe Daylight Time)
264.8023,82.7432,33.5213,"3",9/21/1988 20:15:18 (W. Europe Daylight Time)
264.80486,82.7445,33.5328,"2",9/21/1988 20:18:59 (W. Europe Daylight Time)
264.81875,82.745,33.552,"2",9/21/1988 20:39:00 (W. Europe Daylight Time)
264.82105,82.7445,33.5533,"3",9/21/1988 20:42:18 (W. Europe Daylight Time)
264.82917,82.7448,33.554,"0",9/21/1988 20:54:00 (W. Europe Daylight Time)
264.83564,82.7448,33.5542,"3",9/21/1988 21:03:19 (W. Europe Daylight Time)
264.83819,82.7452,33.5545,"2",9/21/1988 21:06:59 (W. Europe Daylight Time)
264.85439,82.748,33.5798,"3",9/21/1988 21:30:19 (W. Europe Daylight Time)
264.85486,82.7458,33.5493,"2",9/21/1988 21:30:59 (W. Europe Daylight Time)
264.87329,82.7455,33.5538,"0",9/21/1988 21:57:32 (W. Europe Daylight Time)
264.88264,82.7458,33.5542,"2",9/21/1988 22:11:00 (W. Europe Daylight Time)
264.90417,82.7447,33.5607,"0",9/21/1988 22:42:00 (W. Europe Daylight Time)
264.91272,82.7443,33.5597,"3",9/21/1988 22:54:19 (W. Europe Daylight Time)
264.91319,82.7447,33.5617,"2",9/21/1988 22:54:59 (W. Europe Daylight Time)
264.95439,82.7442,33.548,"3",9/21/1988 23:54:19 (W. Europe Daylight Time)
264.95625,82.7443,33.5533,"2",9/21/1988 23:57:00 (W. Europe Daylight Time)
264.97083,82.7435,33.5643,"2",9/22/1988 00:17:59 (W. Europe Daylight Time)
264.97105,82.7432,33.5643,"3",9/22/1988 00:18:18 (W. Europe Daylight Time)
264.98819,82.743,33.5527,"2",9/22/1988 00:42:59 (W. Europe Daylight Time)
265.00972,82.7428,33.5517,"2",9/22/1988 01:13:59 (W. Europe Daylight Time)
265.02522,82.7425,33.5592,"3",9/22/1988 01:36:19 (W. Europe Daylight Time)
265.02708,82.7425,33.5603,"2",9/22/1988 01:38:59 (W. Europe Daylight Time)
265.03147,82.7417,33.5595,"3",9/22/1988 01:45:19 (W. Europe Daylight Time)
265.03718,82.7403,33.5477,"0",9/22/1988 01:53:32 (W. Europe Daylight Time)
265.04605,82.74,33.5473,"3",9/22/1988 02:06:18 (W. Europe Daylight Time)
265.04653,82.7398,33.5467,"2",9/22/1988 02:07:00 (W. Europe Daylight Time)
265.05449,82.7397,33.5353,"0",9/22/1988 02:18:27 (W. Europe Daylight Time)
265.07394,82.7382,33.5482,"0",9/22/1988 02:46:28 (W. Europe Daylight Time)
265.08147,82.7385,33.5437,"3",9/22/1988 02:57:19 (W. Europe Daylight Time)
265.08264,82.7377,33.5478,"2",9/22/1988 02:59:00 (W. Europe Daylight Time)
265.10021,82.7367,33.6963,"3",9/22/1988 03:24:18 (W. Europe Daylight Time)
265.10278,82.736,33.5332,"2",9/22/1988 03:28:00 (W. Europe Daylight Time)
265.15833,82.7293,33.5228,"2",9/22/1988 04:47:59 (W. Europe Daylight Time)
265.16064,82.7303,33.5233,"3",9/22/1988 04:51:19 (W. Europe Daylight Time)
265.1773,82.7282,33.5152,"3",9/22/1988 05:15:18 (W. Europe Daylight Time)
265.17778,82.7275,33.5172,"2",9/22/1988 05:16:00 (W. Europe Daylight Time)
265.21181,82.7235,33.5102,"2",9/22/1988 06:05:00 (W. Europe Daylight Time)
265.21272,82.7247,33.5055,"3",9/22/1988 06:06:19 (W. Europe Daylight Time)
265.23542,82.721,33.5018,"2",9/22/1988 06:39:00 (W. Europe Daylight Time)
265.23564,82.722,33.5032,"3",9/22/1988 06:39:19 (W. Europe Daylight Time)
265.28979,82.7165,33.5018,"3",9/22/1988 07:57:17 (W. Europe Daylight Time)
265.29167,82.715,33.5025,"2",9/22/1988 08:00:00 (W. Europe Daylight Time)
265.31064,82.7152,33.4963,"3",9/22/1988 08:27:19 (W. Europe Daylight Time)
265.31111,82.7148,33.499,"2",9/22/1988 08:27:59 (W. Europe Daylight Time)
265.34605,82.7127,33.521,"3",9/22/1988 09:18:18 (W. Europe Daylight Time)
265.34722,82.7115,33.5272,"2",9/22/1988 09:19:59 (W. Europe Daylight Time)
265.36667,82.7108,33.5168,"2",9/22/1988 09:48:00 (W. Europe Daylight Time)
265.36689,82.7108,33.5157,"3",9/22/1988 09:48:19 (W. Europe Daylight Time)
265.38611,82.7095,33.5178,"2",9/22/1988 10:15:59 (W. Europe Daylight Time)
265.38772,82.7092,33.5083,"3",9/22/1988 10:18:19 (W. Europe Daylight Time)
265.40022,82.7093,33.5443,"3",9/22/1988 10:36:19 (W. Europe Daylight Time)
265.41272,82.708,33.5537,"3",9/22/1988 10:54:19 (W. Europe Daylight Time)
265.41667,82.7055,33.572,"2",9/22/1988 11:00:00 (W. Europe Daylight Time)
265.42522,82.7073,33.5433,"3",9/22/1988 11:12:19 (W. Europe Daylight Time)
265.44189,82.7042,33.549,"3",9/22/1988 11:36:19 (W. Europe Daylight Time)
265.44306,82.705,33.5595,"2",9/22/1988 11:38:00 (W. Europe Daylight Time)
265.47314,82.702,33.5798,"3",9/22/1988 12:21:19 (W. Europe Daylight Time)
265.49097,82.7,33.5958,"2",9/22/1988 12:46:59 (W. Europe Daylight Time)
265.49189,82.7005,33.5923,"3",9/22/1988 12:48:19 (W. Europe Daylight Time)
265.50208,82.6987,33.5927,"2",9/22/1988 13:02:59 (W. Europe Daylight Time)
265.5023,82.699,33.5847,"3",9/22/1988 13:03:18 (W. Europe Daylight Time)
265.51689,82.6967,33.5695,"3",9/22/1988 13:24:19 (W. Europe Daylight Time)
265.51875,82.6973,33.589,"2",9/22/1988 13:27:00 (W. Europe Daylight Time)
265.54931,82.6942,33.6152,"2",9/22/1988 14:11:00 (W. Europe Daylight Time)
265.55022,82.694,33.6258,"3",9/22/1988 14:12:19 (W. Europe Daylight Time)
265.55694,82.6937,33.6138,"0",9/22/1988 14:21:59 (W. Europe Daylight Time)
265.56597,82.6928,33.6178,"2",9/22/1988 14:34:59 (W. Europe Daylight Time)
265.56689,82.6932,33.6137,"3",9/22/1988 14:36:19 (W. Europe Daylight Time)
265.57708,82.692,33.6208,"2",9/22/1988 14:50:59 (W. Europe Daylight Time)
265.5773,82.6915,33.6085,"3",9/22/1988 14:51:18 (W. Europe Daylight Time)
265.60622,82.6875,33.6465,"0",9/22/1988 15:32:57 (W. Europe Daylight Time)
265.61272,82.687,33.6512,"3",9/22/1988 15:42:19 (W. Europe Daylight Time)
265.61319,82.6867,33.6505,"2",9/22/1988 15:42:59 (W. Europe Daylight Time)
265.62522,82.6865,33.6453,"3",9/22/1988 16:00:19 (W. Europe Daylight Time)
265.63264,82.6847,33.6588,"2",9/22/1988 16:11:00 (W. Europe Daylight Time)
265.65022,82.6832,33.613,"3",9/22/1988 16:36:19 (W. Europe Daylight Time)
265.65208,82.684,33.6393,"2",9/22/1988 16:38:59 (W. Europe Daylight Time)
265.66282,82.6842,33.6462,"0",9/22/1988 16:54:27 (W. Europe Daylight Time)
265.68564,82.6813,33.65,"3",9/22/1988 17:27:19 (W. Europe Daylight Time)
265.68889,82.6813,33.6498,"2",9/22/1988 17:32:00 (W. Europe Daylight Time)
265.69397,82.6823,33.6463,"3",9/22/1988 17:39:19 (W. Europe Daylight Time)
265.70647,82.6807,33.6522,"3",9/22/1988 17:57:19 (W. Europe Daylight Time)
265.70833,82.6805,33.651,"2",9/22/1988 17:59:59 (W. Europe Daylight Time)
265.74514,82.6812,33.6497,"2",9/22/1988 18:53:00 (W. Europe Daylight Time)
265.75622,82.681,33.658,"0",9/22/1988 19:08:57 (W. Europe Daylight Time)
265.76064,82.6812,33.659,"3",9/22/1988 19:15:19 (W. Europe Daylight Time)
265.76458,82.6807,33.6597,"2",9/22/1988 19:20:59 (W. Europe Daylight Time)
265.76897,82.681,33.6605,"3",9/22/1988 19:27:19 (W. Europe Daylight Time)
265.77939,82.6813,33.6643,"3",9/22/1988 19:42:19 (W. Europe Daylight Time)
265.78125,82.6813,33.6652,"2",9/22/1988 19:45:00 (W. Europe Daylight Time)
265.80347,82.6837,33.6643,"2",9/22/1988 20:16:59 (W. Europe Daylight Time)
265.80439,82.6833,33.6688,"3",9/22/1988 20:18:19 (W. Europe Daylight Time)
265.81897,82.6838,33.6853,"3",9/22/1988 20:39:19 (W. Europe Daylight Time)
265.82014,82.684,33.688,"2",9/22/1988 20:41:00 (W. Europe Daylight Time)
265.83122,82.6842,33.6855,"0",9/22/1988 20:56:57 (W. Europe Daylight Time)
265.83958,82.6842,33.688,"2",9/22/1988 21:08:59 (W. Europe Daylight Time)
265.8398,82.6843,33.6878,"3",9/22/1988 21:09:18 (W. Europe Daylight Time)
265.85625,82.6857,33.7065,"2",9/22/1988 21:33:00 (W. Europe Daylight Time)
265.85647,82.6853,33.7038,"3",9/22/1988 21:33:19 (W. Europe Daylight Time)
265.87939,82.6872,33.7198,"3",9/22/1988 22:06:19 (W. Europe Daylight Time)
265.89814,82.6875,33.7292,"3",9/22/1988 22:33:19 (W. Europe Daylight Time)
265.91897,82.6895,33.7427,"3",9/22/1988 23:03:19 (W. Europe Daylight Time)
265.9273,82.6897,33.7433,"3",9/22/1988 23:15:18 (W. Europe Daylight Time)
265.95439,82.691,33.7668,"3",9/22/1988 23:54:19 (W. Europe Daylight Time)
265.98772,82.6908,33.7912,"3",9/23/1988 00:42:19 (W. Europe Daylight Time)
266.00216,82.6918,33.799,"2",9/23/1988 01:03:06 (W. Europe Daylight Time)
266.01064,82.6907,33.8043,"3",9/23/1988 01:15:19 (W. Europe Daylight Time)
266.0273,82.6902,33.8113,"3",9/23/1988 01:39:18 (W. Europe Daylight Time)
266.02822,82.6897,33.814,"2",9/23/1988 01:40:38 (W. Europe Daylight Time)
266.03856,82.6892,33.8008,"0",9/23/1988 01:55:31 (W. Europe Daylight Time)
266.05855,82.6888,33.8248,"3",9/23/1988 02:24:18 (W. Europe Daylight Time)
266.06154,82.6882,33.8292,"2",9/23/1988 02:28:37 (W. Europe Daylight Time)
266.07105,82.6885,33.8232,"3",9/23/1988 02:42:18 (W. Europe Daylight Time)
266.08355,82.6877,33.828,"3",9/23/1988 03:00:18 (W. Europe Daylight Time)
266.08411,82.6868,33.8278,"2",9/23/1988 03:01:07 (W. Europe Daylight Time)
266.10355,82.6862,33.8135,"2",9/23/1988 03:29:06 (W. Europe Daylight Time)
266.10439,82.6865,33.8133,"3",9/23/1988 03:30:19 (W. Europe Daylight Time)
266.13147,82.6853,33.8208,"3",9/23/1988 04:09:19 (W. Europe Daylight Time)
266.14001,82.6862,33.8182,"2",9/23/1988 04:21:36 (W. Europe Daylight Time)
266.1523,82.6857,33.8192,"3",9/23/1988 04:39:18 (W. Europe Daylight Time)
266.19605,82.6858,33.8012,"3",9/23/1988 05:42:18 (W. Europe Daylight Time)
266.19834,82.6848,33.8053,"2",9/23/1988 05:45:36 (W. Europe Daylight Time)
266.2148,82.6842,33.7895,"3",9/23/1988 06:09:18 (W. Europe Daylight Time)
266.21779,82.6842,33.7868,"2",9/23/1988 06:13:37 (W. Europe Daylight Time)
266.22938,82.6892,33.7608,"3",9/23/1988 06:30:18 (W. Europe Daylight Time)
266.27334,82.685,33.7642,"2",9/23/1988 07:33:36 (W. Europe Daylight Time)
266.27522,82.6853,33.7657,"3",9/23/1988 07:36:19 (W. Europe Daylight Time)
266.29189,82.6847,33.7527,"3",9/23/1988 08:00:19 (W. Europe Daylight Time)
266.29279,82.6838,33.7475,"2",9/23/1988 08:01:37 (W. Europe Daylight Time)
266.3273,82.684,33.7542,"3",9/23/1988 08:51:18 (W. Europe Daylight Time)
266.32959,82.6835,33.7553,"2",9/23/1988 08:54:36 (W. Europe Daylight Time)
266.34273,82.684,33.7343,"0",9/23/1988 09:13:31 (W. Europe Daylight Time)
266.34814,82.6842,33.7367,"3",9/23/1988 09:21:19 (W. Europe Daylight Time)
266.35182,82.684,33.7307,"2",9/23/1988 09:26:37 (W. Europe Daylight Time)
266.36316,82.6823,33.7195,"0",9/23/1988 09:42:57 (W. Europe Daylight Time)
266.36897,82.6823,33.7202,"3",9/23/1988 09:51:19 (W. Europe Daylight Time)
266.37196,82.6822,33.7153,"2",9/23/1988 09:55:37 (W. Europe Daylight Time)
266.406,82.6812,33.7303,"2",9/23/1988 10:44:38 (W. Europe Daylight Time)
266.45439,82.6807,33.7252,"3",9/23/1988 11:54:19 (W. Europe Daylight Time)
266.45633,82.68,33.7218,"2",9/23/1988 11:57:06 (W. Europe Daylight Time)
266.48411,82.6798,33.7128,"2",9/23/1988 12:37:07 (W. Europe Daylight Time)
266.48564,82.6798,33.7133,"3",9/23/1988 12:39:19 (W. Europe Daylight Time)
266.52057,82.6792,33.7053,"2",9/23/1988 13:29:37 (W. Europe Daylight Time)
266.55646,82.6777,33.696,"3",9/23/1988 14:21:18 (W. Europe Daylight Time)
266.56016,82.6777,33.6957,"2",9/23/1988 14:26:37 (W. Europe Daylight Time)
266.57404,82.6777,33.6903,"2",9/23/1988 14:46:37 (W. Europe Daylight Time)
266.57522,82.678,33.6902,"3",9/23/1988 14:48:19 (W. Europe Daylight Time)
266.60106,82.6758,33.699,"0",9/23/1988 15:25:31 (W. Europe Daylight Time)
266.60439,82.6762,33.6853,"3",9/23/1988 15:30:19 (W. Europe Daylight Time)
266.63515,82.675,33.6625,"2",9/23/1988 16:14:36 (W. Europe Daylight Time)
266.63564,82.675,33.6622,"3",9/23/1988 16:15:19 (W. Europe Daylight Time)
266.63963,82.675,33.6618,"0",9/23/1988 16:21:04 (W. Europe Daylight Time)
266.64605,82.6752,33.6623,"3",9/23/1988 16:30:18 (W. Europe Daylight Time)
266.64904,82.6747,33.6583,"2",9/23/1988 16:34:37 (W. Europe Daylight Time)
266.66038,82.672,33.6503,"0",9/23/1988 16:50:56 (W. Europe Daylight Time)
266.66689,82.6712,33.6488,"3",9/23/1988 17:00:19 (W. Europe Daylight Time)
266.66848,82.6713,33.647,"2",9/23/1988 17:02:36 (W. Europe Daylight Time)
266.68237,82.6737,33.6378,"2",9/23/1988 17:22:36 (W. Europe Daylight Time)
266.68355,82.6727,33.6515,"3",9/23/1988 17:24:18 (W. Europe Daylight Time)
266.72161,82.6728,33.6132,"2",9/23/1988 18:19:07 (W. Europe Daylight Time)
266.7273,82.671,33.6303,"3",9/23/1988 18:27:18 (W. Europe Daylight Time)
266.7414,82.6712,33.6005,"2",9/23/1988 18:47:36 (W. Europe Daylight Time)
266.74189,82.6708,33.6025,"3",9/23/1988 18:48:19 (W. Europe Daylight Time)
266.75807,82.6723,33.5987,"2",9/23/1988 19:11:37 (W. Europe Daylight Time)
266.80439,82.6717,33.5855,"3",9/23/1988 20:18:19 (W. Europe Daylight Time)
266.80529,82.6725,33.5792,"2",9/23/1988 20:19:37 (W. Europe Daylight Time)
266.82105,82.6718,33.5663,"3",9/23/1988 20:42:18 (W. Europe Daylight Time)
266.82196,82.6727,33.5665,"2",9/23/1988 20:43:37 (W. Europe Daylight Time)
266.82451,82.6735,33.5772,"0",9/23/1988 20:47:17 (W. Europe Daylight Time)
266.83355,82.6723,33.577,"3",9/23/1988 21:00:18 (W. Europe Daylight Time)
266.83584,82.6735,33.573,"2",9/23/1988 21:03:36 (W. Europe Daylight Time)
266.86064,82.6708,33.5762,"3",9/23/1988 21:39:19 (W. Europe Daylight Time)
266.86362,82.6717,33.5687,"2",9/23/1988 21:43:36 (W. Europe Daylight Time)
266.8773,82.6705,33.5692,"3",9/23/1988 22:03:18 (W. Europe Daylight Time)
266.88029,82.6712,33.5668,"2",9/23/1988 22:07:37 (W. Europe Daylight Time)
266.89605,82.6702,33.5667,"3",9/23/1988 22:30:18 (W. Europe Daylight Time)
266.89696,82.6705,33.5705,"2",9/23/1988 22:31:37 (W. Europe Daylight Time)
266.90647,82.67,33.5752,"3",9/23/1988 22:45:19 (W. Europe Daylight Time)
266.90807,82.67,33.5755,"2",9/23/1988 22:47:37 (W. Europe Daylight Time)
266.92664,82.6695,33.5735,"2",9/23/1988 23:14:21 (W. Europe Daylight Time)
266.93564,82.6685,33.5818,"3",9/23/1988 23:27:19 (W. Europe Daylight Time)
266.95439,82.6678,33.58,"3",9/23/1988 23:54:19 (W. Europe Daylight Time)
266.96272,82.668,33.5742,"3",9/24/1988 00:06:19 (W. Europe Daylight Time)
266.9773,82.6652,33.5847,"3",9/24/1988 00:27:18 (W. Europe Daylight Time)
266.98185,82.6682,33.568,"2",9/24/1988 00:33:51 (W. Europe Daylight Time)
267.01064,82.6612,33.5775,"3",9/24/1988 01:15:19 (W. Europe Daylight Time)
267.03355,82.659,33.5688,"3",9/24/1988 01:48:18 (W. Europe Daylight Time)
267.04133,82.6583,33.5678,"2",9/24/1988 01:59:30 (W. Europe Daylight Time)
267.04814,82.6578,33.5627,"3",9/24/1988 02:09:19 (W. Europe Daylight Time)
267.11272,82.6482,33.5557,"3",9/24/1988 03:42:19 (W. Europe Daylight Time)
267.12939,82.6463,33.546,"3",9/24/1988 04:06:19 (W. Europe Daylight Time)
267.15647,82.6417,33.5345,"3",9/24/1988 04:45:19 (W. Europe Daylight Time)
267.18147,82.6407,33.5175,"3",9/24/1988 05:21:19 (W. Europe Daylight Time)
267.19605,82.6372,33.5063,"3",9/24/1988 05:42:18 (W. Europe Daylight Time)
267.20647,82.638,33.5002,"3",9/24/1988 05:57:19 (W. Europe Daylight Time)
267.23147,82.635,33.4857,"3",9/24/1988 06:33:19 (W. Europe Daylight Time)
267.25439,82.6345,33.4765,"3",9/24/1988 07:06:19 (W. Europe Daylight Time)
267.27522,82.6318,33.4683,"3",9/24/1988 07:36:19 (W. Europe Daylight Time)
267.31272,82.6303,33.4698,"3",9/24/1988 08:30:19 (W. Europe Daylight Time)
267.33147,82.6287,33.4578,"3",9/24/1988 08:57:19 (W. Europe Daylight Time)
267.35439,82.6263,33.4463,"3",9/24/1988 09:30:19 (W. Europe Daylight Time)
267.37522,82.6262,33.4667,"3",9/24/1988 10:00:19 (W. Europe Daylight Time)
267.39397,82.6247,33.4703,"3",9/24/1988 10:27:19 (W. Europe Daylight Time)
267.3962,82.6235,33.4715,"2",9/24/1988 10:30:31 (W. Europe Daylight Time)
267.40176,82.6232,33.4713,"2",9/24/1988 10:38:32 (W. Europe Daylight Time)
267.41044,82.6238,33.4635,"2",9/24/1988 10:51:02 (W. Europe Daylight Time)
267.41064,82.6233,33.46,"3",9/24/1988 10:51:19 (W. Europe Daylight Time)
267.41897,82.6235,33.4772,"3",9/24/1988 11:03:19 (W. Europe Daylight Time)
267.43266,82.6222,33.4682,"2",9/24/1988 11:23:01 (W. Europe Daylight Time)
267.43355,82.622,33.4563,"3",9/24/1988 11:24:18 (W. Europe Daylight Time)
267.45211,82.62,33.4867,"2",9/24/1988 11:51:02 (W. Europe Daylight Time)
267.4523,82.6207,33.4828,"3",9/24/1988 11:51:18 (W. Europe Daylight Time)
267.46634,82.6187,33.4898,"2",9/24/1988 12:11:31 (W. Europe Daylight Time)
267.46689,82.6187,33.4877,"3",9/24/1988 12:12:19 (W. Europe Daylight Time)
267.48355,82.6168,33.472,"3",9/24/1988 12:36:18 (W. Europe Daylight Time)
267.48579,82.617,33.4783,"2",9/24/1988 12:39:32 (W. Europe Daylight Time)
267.52314,82.6127,33.5082,"3",9/24/1988 13:33:19 (W. Europe Daylight Time)
267.52573,82.612,33.5118,"2",9/24/1988 13:37:03 (W. Europe Daylight Time)
267.5398,82.6097,33.51,"3",9/24/1988 13:57:18 (W. Europe Daylight Time)
267.54274,82.6102,33.5175,"2",9/24/1988 14:01:32 (W. Europe Daylight Time)
267.55572,82.6078,33.5287,"0",9/24/1988 14:20:14 (W. Europe Daylight Time)
267.56064,82.6077,33.5353,"3",9/24/1988 14:27:19 (W. Europe Daylight Time)
267.56497,82.6068,33.5327,"2",9/24/1988 14:33:33 (W. Europe Daylight Time)
267.5773,82.6047,33.5515,"3",9/24/1988 14:51:18 (W. Europe Daylight Time)
267.58163,82.6047,33.5438,"2",9/24/1988 14:57:32 (W. Europe Daylight Time)
267.59142,82.604,33.5367,"0",9/24/1988 15:11:38 (W. Europe Daylight Time)
267.59605,82.6028,33.5312,"3",9/24/1988 15:18:18 (W. Europe Daylight Time)
267.60108,82.6028,33.54,"2",9/24/1988 15:25:33 (W. Europe Daylight Time)
267.61689,82.5987,33.5202,"3",9/24/1988 15:48:19 (W. Europe Daylight Time)
267.62052,82.599,33.5347,"2",9/24/1988 15:53:32 (W. Europe Daylight Time)
267.6523,82.594,33.5598,"3",9/24/1988 16:39:18 (W. Europe Daylight Time)
267.65663,82.5935,33.5585,"2",9/24/1988 16:45:32 (W. Europe Daylight Time)
267.67105,82.5928,33.5417,"3",9/24/1988 17:06:18 (W. Europe Daylight Time)
267.6733,82.593,33.5532,"2",9/24/1988 17:09:33 (W. Europe Daylight Time)
267.73106,82.5883,33.56,"3",9/24/1988 18:32:43 (W. Europe Daylight Time)
267.73163,82.5872,33.5593,"2",9/24/1988 18:33:32 (W. Europe Daylight Time)
267.78523,82.5845,33.5623,"3",9/24/1988 19:50:43 (W. Europe Daylight Time)
267.80606,82.5843,33.5763,"3",9/24/1988 20:20:43 (W. Europe Daylight Time)
267.84565,82.5823,33.592,"3",9/24/1988 21:17:44 (W. Europe Daylight Time)
267.85524,82.5822,33.5918,"2",9/24/1988 21:31:32 (W. Europe Daylight Time)
267.86427,82.5825,33.597,"2",9/24/1988 21:44:32 (W. Europe Daylight Time)
267.8644,82.5827,33.5967,"3",9/24/1988 21:44:44 (W. Europe Daylight Time)
267.88128,82.5825,33.6043,"2",9/24/1988 22:09:02 (W. Europe Daylight Time)
267.89517,82.5828,33.6095,"2",9/24/1988 22:29:02 (W. Europe Daylight Time)
267.89565,82.583,33.6097,"3",9/24/1988 22:29:44 (W. Europe Daylight Time)
267.92052,82.5817,33.6352,"2",9/24/1988 23:05:32 (W. Europe Daylight Time)
267.93997,82.5802,33.6543,"2",9/24/1988 23:33:33 (W. Europe Daylight Time)
267.96774,82.5793,33.6752,"2",9/25/1988 00:13:32 (W. Europe Daylight Time)
267.99552,82.5757,33.6987,"2",9/25/1988 00:53:32 (W. Europe Daylight Time)
268.0042,82.575,33.705,"2",9/25/1988 01:06:02 (W. Europe Daylight Time)
268.01323,82.5752,33.7062,"2",9/25/1988 01:19:03 (W. Europe Daylight Time)
268.03615,82.5738,33.7213,"2",9/25/1988 01:52:03 (W. Europe Daylight Time)
268.06455,82.5702,33.7293,"0",9/25/1988 02:32:57 (W. Europe Daylight Time)
268.0726,82.5695,33.7337,"2",9/25/1988 02:44:32 (W. Europe Daylight Time)
268.1476,82.563,33.7342,"2",9/25/1988 04:32:32 (W. Europe Daylight Time)
268.23407,82.561,33.7668,"2",9/25/1988 06:37:03 (W. Europe Daylight Time)
268.29832,82.5598,33.7948,"2",9/25/1988 08:09:34 (W. Europe Daylight Time)
268.31775,82.5603,33.7808,"2",9/25/1988 08:37:33 (W. Europe Daylight Time)
268.3747,82.5583,33.8132,"2",9/25/1988 09:59:34 (W. Europe Daylight Time)
268.39449,82.5592,33.809,"2",9/25/1988 10:28:03 (W. Europe Daylight Time)
268.40839,82.5593,33.8107,"2",9/25/1988 10:48:04 (W. Europe Daylight Time)
268.42729,82.5587,33.8075,"3",9/25/1988 11:15:17 (W. Europe Daylight Time)
268.45006,82.5577,33.842,"2",9/25/1988 11:48:05 (W. Europe Daylight Time)
268.4695,82.5583,33.8428,"2",9/25/1988 12:16:04 (W. Europe Daylight Time)
268.52784,82.5533,33.8883,"2",9/25/1988 13:40:05 (W. Europe Daylight Time)
268.55061,82.5528,33.8815,"3",9/25/1988 14:12:52 (W. Europe Daylight Time)
268.56672,82.5517,33.9193,"2",9/25/1988 14:36:04 (W. Europe Daylight Time)
268.57146,82.5517,33.9183,"3",9/25/1988 14:42:54 (W. Europe Daylight Time)
268.60353,82.5493,33.9133,"2",9/25/1988 15:29:04 (W. Europe Daylight Time)
268.60478,82.5487,33.9013,"3",9/25/1988 15:30:52 (W. Europe Daylight Time)
268.6261,82.548,33.9258,"2",9/25/1988 16:01:35 (W. Europe Daylight Time)
268.6277,82.547,33.915,"3",9/25/1988 16:03:53 (W. Europe Daylight Time)
268.63999,82.5455,33.9357,"2",9/25/1988 16:21:35 (W. Europe Daylight Time)
268.64229,82.546,33.9337,"3",9/25/1988 16:24:53 (W. Europe Daylight Time)
268.67888,82.5435,33.9422,"2",9/25/1988 17:17:35 (W. Europe Daylight Time)
268.68186,82.5447,33.942,"3",9/25/1988 17:21:52 (W. Europe Daylight Time)
268.69832,82.5422,33.9552,"2",9/25/1988 17:45:34 (W. Europe Daylight Time)
268.69853,82.542,33.9613,"3",9/25/1988 17:45:52 (W. Europe Daylight Time)
268.71499,82.5407,33.9478,"2",9/25/1988 18:09:35 (W. Europe Daylight Time)
268.71729,82.5413,33.9467,"3",9/25/1988 18:12:53 (W. Europe Daylight Time)
268.77332,82.5413,33.9587,"2",9/25/1988 19:33:34 (W. Europe Daylight Time)
268.77354,82.5412,33.9588,"3",9/25/1988 19:33:53 (W. Europe Daylight Time)
