fid,Volcano_Name,Last_Eruption_Year,Country,Elevation
"2303",Tungurahua,"2016",Ecuador,"5023"
"2304",Sangay,"2024",Ecuador,"5286"
"2305",Ecuador,"1150",Ecuador,"790"
"2306",Fernandina,"2024",Ecuador,"1476"
"2307",Wolf,"2022",Ecuador,"1710"
"2308",Darwin,"1813",Ecuador,"1330"
"2309",Alcedo,"1993",Ecuador,"1130"
"2310","Negra, Sierra","2018",Ecuador,"1124"
"2311","Azul, Cerro","2008",Ecuador,"1640"
"2312",Pinta,"1928",Ecuador,"780"
"2313",Genovesa,,Ecuador,"64"
"2314",Marchena,"1991",Ecuador,"343"
"2315",Santa Cruz,,Ecuador,"864"
"2316",Santiago,"1906",Ecuador,"920"
"2317",San Cristobal,,Ecuador,"759"
"2318",Kimsachata-Oroscocha,"-4450",Peru,"3848"
"2319","Auquihuato, Cerro",,Peru,"4980"
"2320",Sara Sara,,Peru,"5522"
"2321",Coropuna,,Peru,"6377"
"2322",Andahua-Orcopampa,"1490",Peru,"4713"
"2323",Huambo,"-700",Peru,"4554"
"2324",Sabancaya,"2024",Peru,"5960"
"2325","Chachani, Nevado",,Peru,"6057"
"2326","Misti, El","1985",Peru,"5822"
"2327",Ubinas,"2024",Peru,"5608"
"2328",Ticsani,"1800",Peru,"5382"
"2329",Huaynaputina,"1600",Peru,"4679"
"2330",Tutupaca,"1802",Peru,"5801"
"2331",Yucamane,"-1320",Peru,"5495"
"2332","Casiri, Nevados",,Peru,"5626"
"2333",Taapaca,"-320",Chile,"5860"
"2334",Parinacota,"290",Chile-Bolivia,"6336"
"2335",Tacora,,Chile-Peru,"5960"
"2336",Guallatiri,"1960",Chile,"6071"
"2337",Tata Sabaya,,Bolivia,"5430"
"2338",Isluga,"1913",Chile,"5550"
"2339",Irruputuncu,"1995",Chile-Bolivia,"5163"
"2340",Olca-Paruma,,Chile-Bolivia,"5705"
"2341",Sairecabur,,Chile-Bolivia,"5961"
"2342",Licancabur,,Chile-Bolivia,"5916"
"2343",Guayaques,,Chile-Bolivia,"5598"
"2344",Purico Complex,,Chile,"5703"
"2345",Colachi,,Chile,"5631"
"2346",Acamarachi,,Chile,"6023"
"2347",Chiliques,,Chile,"5778"
"2348",Putana,"1810",Chile,"5884"
"2349",Cordon de Puntas Negras,,Chile,"5852"
"2350",Miniques,,Chile,"5910"
"2351","Tujle, Cerro",,Chile,"3550"
"2352",Caichinque,,Chile,"4458"
"2353",Tilocalar,,Chile,"3109"
"2354",Pular,,Chile,"6233"
"2355","Negrillar, La",,Chile,"4220"
"2356",Socompa,"-5250",Chile-Argentina,"6031"
"2357",Lascar,"2023",Chile,"5592"
"2358",Corrida de Cori Volcanic Field,,Chile-Argentina,"5451"
"2359",Llullaillaco,"1877",Chile-Argentina,"6739"
"2360",Cordon del Azufre,,Chile-Argentina,"5481"
"2361","Bayo Gorbea, Cerro",,Chile-Argentina,"5413"
"2362","Nevada, Sierra",,Chile-Argentina,"6173"
"2363",Falso Azufre,,Chile-Argentina,"5906"
"2364","Incahuasi, Nevado de",,Chile-Argentina,"6638"
"2365",Lastarria,,Chile-Argentina,"5706"
"2366","Solo, El",,Chile-Argentina,"6205"
"2367","Ojos del Salado, Nevados","750",Chile-Argentina,"6879"
"2368",Tuzgle,,Argentina,"5486"
"2369",Aracar,,Argentina,"6095"
"2370",Unnamed,,Argentina,"4652"
"2371",Antofagasta Volcanic Field,,Argentina,"3495"
"2372","Condor, El",,Argentina,"6373"
"2373",Peinado,,Argentina,"5741"
"2374","Blanco, Cerro","-2300",Argentina,"4670"
"2375",Tipas,,Argentina,"6658"
"2376",Rapa Nui,,Chile,"501"
"2377",Tupungatito,"1987",Chile-Argentina,"5660"
"2378",Maipo,"1912",Chile-Argentina,"5323"
"2379",Palomo,,Chile,"4860"
"2380","Atuel, Caldera del",,Argentina,"5189"
"2381",Risco Plateado,,Argentina,"4999"
"2382",San Jose,"1960",Chile-Argentina,"6070"
"2383",Tinguiririca,"1917",Chile,"4280"
"2384",Infiernillo,"-6890",Argentina,"3007"
"2385",Calabozos,,Chile,"3508"
"2386",Planchon-Peteroa,"2019",Chile,"3977"
"2387",Descabezado Grande,"1933",Chile,"3953"
"2388","Maule, Laguna del","-50",Chile,"2162"
"2389",San Pedro-Pellado,,Chile,"3621"
"2390","Longavi, Nevado de","-4890",Chile,"3175"
"2391","Blancas, Lomas",,Chile,"2268"
"2392","Resago, Volcan",,Chile,"1890"
"2393",Payun Matru,"-5050",Argentina,"3715"
"2394","Azul, Cerro","1967",Chile,"3788"
"2395",Tromen Volcanic Plateau,"1822",Argentina,"4114"
"2396","Chillan, Nevados de","2022",Chile,"3180"
"2397",Antuco,"1869",Chile,"2979"
"2398",Callaqui,"1980",Chile,"3164"
"2399",Tolhuaca,"-4000",Chile,"2739"
"2400",Copahue,"2021",Chile-Argentina,"2953"
"2401","Blanca, Laguna",,Argentina,"1700"
"2402",Lonquimay,"1990",Chile,"2832"
"2403",Sollipulli,"1240",Chile,"2282"
"2404",Caburgua-Huelemolle,"-5050",Chile,"1652"
"2405",Llaima,"2009",Chile,"3125"
"2406",Quetrupillan,"255",Chile,"2360"
"2407",Lanin,"560",Chile-Argentina,"3776"
"2408",Huanquihue Group,"1750",Argentina,"2189"
"2409",Villarrica,"2024",Chile,"2847"
"2410",Mocho-Choshuenco,"1937",Chile,"2422"
"2411",Carran-Los Venados,"1979",Chile,"1114"
"2412",Antillanca Volcanic Complex,"-230",Chile,"1979"
"2413",Puyehue-Cordon Caulle,"2012",Chile,"2236"
"2414",Puntiagudo-Cordon Cenizos,"1850",Chile,"2493"
"2415",Tronador,,Chile-Argentina,"3478"
"2416",Cayutue-La Vigueria,"-190",Chile,"506"
"2417",Osorno,"1869",Chile,"2659"
"2418",Yate,"1090",Chile,"2187"
"2419",Hornopiren,"340",Chile,"1572"
"2420",Apagado,"-590",Chile,"1210"
"2421",Crater Basalt Volcanic Field,,Argentina,"1344"
"2422",Calbuco,"2015",Chile,"1974"
"2423",Huequi,"1920",Chile,"1318"
"2424",Chaiten,"2011",Chile,"1122"
"2425",Michinmahuida,"1835",Chile,"2452"
"2426",Yanteles,"-6650",Chile,"1790"
"2427",Melimoyu,"200",Chile,"2400"
"2428",Puyuhuapi,,Chile,"524"
"2429",Mentolat,"1710",Chile,"1660"
"2430",Cay,,Chile,"2090"
"2431",Maca,"1560",Chile,"2960"
"2432","Hudson, Cerro","2011",Chile,"1905"
"2433",Corcovado,"-4920",Chile,"1826"
"2434",Aguilera,"-1253",Chile,"2546"
"2435",Reclus,"1908",Chile,"1403"
"2436",Lautaro,"1979",Chile,"3542"
"2437","Burney, Monte","1910",Chile,"1758"
"2438",Pali-Aike Volcanic Field,"-5550",Chile-Argentina,"282"
"2439",Fueguino,"1820",Chile,"157"
"2440",Saba,"1640",Netherlands,"887"
"2441","Quill, The","250",Netherlands,"601"
"2442",Liamuiga,"160",Saint Kitts and Nevis,"1156"
"2443",Nevis Peak,,Saint Kitts and Nevis,"985"
"2444",Soufriere Hills,"2013",United Kingdom,"915"
"2445",Soufriere Guadeloupe,"1977",France,"1467"
"2446","Diables, Morne aux",,Dominica,"861"
"2447","Diablotins, Morne",,Dominica,"1430"
"2448","Watt, Morne","1997",Dominica,"1224"
"2449","Trois Pitons, Morne","920",Dominica,"1387"
"2450","Plat Pays, Morne","1270",Dominica,"940"
"2451",Pelee,"1932",France,"1372"
"2452",Qualibou,"1766",Saint Lucia,"777"
"2453",Soufriere St. Vincent,"2021",Saint Vincent and the Grenadines,"1220"
"2454",Kick 'em Jenny,"2017",Grenada,"-185"
"2455",St. Catherine,,Grenada,"840"
"2456",Snaefellsjokull,"200",Iceland,"1446"
"2457",Helgrindur,,Iceland,"986"
"2458",Ljosufjoll,"960",Iceland,"1063"
"2459",Reykjanes,"2024",Iceland,"140"
"2460",Krysuvik-Trolladyngja,"1340",Iceland,"360"
"2461",Brennisteinsfjoll,"1341",Iceland,"610"
"2462",Hromundartindur,,Iceland,"550"
"2463",Hengill,"150",Iceland,"803"
"2464",Grimsnes,"-3500",Iceland,"200"
"2465",Prestahnukur,"-3350",Iceland,"1385"
"2466",Oddnyjarhnjukur-Langjokull,"950",Iceland,"1100"
"2467",Hofsjokull,,Iceland,"1765"
"2468",Vestmannaeyjar,"1973",Iceland,"283"
"2469",Eyjafjallajokull,"2010",Iceland,"1651"
"2470",Katla,"1918",Iceland,"1490"
"2471",Tindfjallajokull,,Iceland,"1464"
"2472",Torfajokull,"1477",Iceland,"1280"
"2473",Hekla,"2000",Iceland,"1490"
"2474",Grimsvotn,"2011",Iceland,"1719"
"2475",Bardarbunga,"2015",Iceland,"2000"
"2476",Tungnafellsjokull,,Iceland,"1523"
"2477",Kverkfjoll,"1968",Iceland,"1930"
"2478",Askja,"1961",Iceland,"1080"
"2479",Fremrinamar,"-1200",Iceland,"970"
"2480",Krafla,"1984",Iceland,"800"
"2481",Theistareykir,"-900",Iceland,"563"
"2482",Tjornes Fracture Zone,"1868",Iceland,"-75"
"2483",Oraefajokull,"1728",Iceland,"2010"
"2484",Esjufjoll,,Iceland,"1620"
"2485",Snaefell,,Iceland,"1833"
"2486",Kolbeinsey Ridge,"1755",Iceland,"5"
"2487",Jan Mayen,"1985",Norway,"2197"
"2488",East Gakkel Ridge at 85°E,"1999",Undersea Features,"-3800"
"2489",Pico Fracture Zone,"1865",Undersea Features,"-4200"
"2490",Flores,"-950",Portugal,"914"
"2491",Fayal,"1958",Portugal,"1041"
"2492",Pico,"1720",Portugal,"2351"
"2493",Sao Jorge,"1902",Portugal,"1053"
"2494",Graciosa,"-1950",Portugal,"402"
"2495",Terceira,"2000",Portugal,"1023"
"2496",Don Joao de Castro Bank,"1720",Portugal,"-13"
"2497",Picos Fissural Volcanic System,"1652",Portugal,"350"
"2498",Sete Cidades,"1880",Portugal,"842"
"2499",Agua de Pau,"1564",Portugal,"947"
"2500",Furnas,"1630",Portugal,"805"
"2501",Monaco Bank,"1911",Portugal,"-197"
"2502",Madeira,"-4500",Portugal,"1862"
"2503",La Palma,"2021",Spain,"2426"
"2504",Hierro,"2012",Spain,"1500"
"2505",Tenerife,"1909",Spain,"3715"
"2506",Gran Canaria,"40",Spain,"1950"
"2507",Fuerteventura,,Spain,"529"
"2508",Lanzarote,"1824",Spain,"670"
"2509",Fogo,"2015",Cabo Verde,"2829"
"2510",Brava,,Cabo Verde,"956"
"2511",Romanche Fracture Zone,,Undersea Features,"-1528"
"2512",Ascension,"1508",United Kingdom,"858"
"2513",Nightingale Island,"2004",United Kingdom,"365"
"2514",Tristan da Cunha,"1962",United Kingdom,"2060"
"2515",Bouvet,"-50",Norway,"741"
"2516",Young Island,,Antarctica,"1340"
"2517",Sturge Island,,Antarctica,"1167"
"2518","Pleiades, The","-1050",Antarctica,"3040"
"2519",Melbourne,"1892",Antarctica,"2732"
"2520",Unnamed,,Antarctica,"-500"
"2521",Buckle Island,"1899",Antarctica,"1239"
"2522",Morning,,Antarctica,"2723"
"2523",Royal Society Range,,Antarctica,"3000"
"2524",Berlin,"-8350",Antarctica,"3478"
"2525",Andrus,,Antarctica,"2978"
"2526",Takahe,"-5550",Antarctica,"3460"
"2527",Hudson Mountains,"-207",Antarctica,"749"
"2528",Erebus,"2024",Antarctica,"3794"
"2529",Penguin Island,"1905",Antarctica,"180"
"2530",Deception Island,"1970",Antarctica,"602"
"2531",Paulet,,Antarctica,"353"
"2532",Bridgeman Island,,Antarctica,"240"
"2533",Southern Thule,"1975",United Kingdom,"1075"
"2534",Montagu Island,"2007",United Kingdom,"1370"
"2535",Bristol Island,"2016",United Kingdom,"1100"
"2536",Saunders,"2024",United Kingdom,"843"
"2537",Candlemas Island,"1911",United Kingdom,"550"
"2538",Hodson,,United Kingdom,"835"
"2539",Leskov Island,,United Kingdom,"190"
"2540",Zavodovski,"2016",United Kingdom,"551"
"2541",Protector Seamounts,"1962",United Kingdom,"-55"
"2542",Melville,,Antarctica,"549"
"2543",Mount Haddington Volcanic Field,,Antarctica,"1630"
"2544",Jackson Segment,,United States,"-3100"
"2545",South Sarigan Seamount,"2010",United States,"-184"
"2546",Walvis Ridge at 33°S,"2002",Undersea Features,"-1200"
"2547",Havre Seamount,"2012",New Zealand,"-897"
"2548",Odamoisan [Tebenkov],,Japan - administered by Russia,"1208"
"2549",Niuatahi,,Tonga,"-1270"
"2550",Tenchozan,,Japan,"1046"
"2551",Akandanayama,,Japan,"2109"
"2552",Dugong,,Tonga,"-1170"
"2553",Lobster,,Tonga,"-1500"
"2554",Meullin,,Chile,"1080"
"2555",West Valley Segment,,Canada,"-2550"
"2556",East Blanco Depression,,Undersea Features,"-3000"
"2557",Marsili,"-1050",Italy,"-779"
"2558",Mariana Back-Arc Segment at 15.5°N,"2015",United States,"-4100"
"2559",Heidarspordar,"-300",Iceland,"490"
"2560",Eldey,"1926",Iceland,"70"
"2561",Thordarhyrna,"1904",Iceland,"1650"
"2562",Northern Lake Abaya Volcanic Field,,Ethiopia,"1594"
"2563",Mega Volcanic Field,,Ethiopia,"1500"
"2564",Stepovak Bay Group,,United States,"1633"
"2565",Malumalu,,United States,"-145"
"2566",Fagradalsfjall,"2023",Iceland,"250"
