fid,Volcano_Name,Country,Elevation,Last_Eruption_Year
1323,Dallol,Ethiopia,-48,2011
1324,Alid,Eritrea,904,NA
1325,Gada Ale,Ethiopia,287,NA
1326,Alu-Dalafilla,Ethiopia,578,2008
1327,Bora Ale,Ethiopia,668,NA
1328,Erta Ale,Ethiopia,585,2024
1329,Hayli Gubbi,Ethiopia,493,NA
1330,Ale Bagu,Ethiopia,988,NA
1331,Nabro,Eritrea,2218,2012
1332,Mallahle,Ethiopia-Eritrea,1875,NA
1333,Sork Ale,Ethiopia-Eritrea,1611,NA
1334,Asavyo,Ethiopia,1338,NA
1335,Mat Ala,Ethiopia,493,NA
1336,Tat Ali,Ethiopia,655,NA
1337,Borawli,Ethiopia,784,NA
1338,Dubbi,Eritrea,1625,1861
1339,Ma Alalta,Ethiopia,1745,NA
1340,Alayta,Ethiopia,1496,1915
1341,Dabbahu,Ethiopia,1401,2005
1342,Dabbayra,Ethiopia,1302,NA
1343,Manda Hararo,Ethiopia,600,2009
1344,Groppo,Ethiopia,852,NA
1345,Afdera,Ethiopia,1250,NA
1346,Manda Gargori,Ethiopia,700,NA
1347,Manda-Inakir,Ethiopia-Djibouti,600,1928
1348,Mousa Alli,Ethiopia-Eritrea-Djibouti,1993,NA
1349,Gufa,Eritrea-Djibouti,600,NA
1350,Assab Volcanic Field,Eritrea,987,NA
1351,Ardoukoba,Djibouti,298,1978
1352,Kurub,Ethiopia,625,NA
1353,Dama Ali,Ethiopia,1068,1631
1354,Yangudi,Ethiopia,1383,NA
1355,Gabillema,Ethiopia,1459,NA
1356,Ayelu,Ethiopia,2145,NA
1357,Hertali,Ethiopia,900,NA
1358,Liado Hayk,Ethiopia,878,NA
1359,Adwa,Ethiopia,1670,NA
1360,Dofan,Ethiopia,1151,NA
1361,Beru,Ethiopia,1100,NA
1362,Fentale,Ethiopia,2007,1820
1363,Kone,Ethiopia,1380,1820
1364,Boset,Ethiopia,2447,NA
1365,Bishoftu Volcanic Field,Ethiopia,1850,NA
1366,Melkassa,Ethiopia,1765,NA
1367,Gedemsa,Ethiopia,1909,NA
1368,Bora-Bericha-Tullu Moye,Ethiopia,2345,1900
1369,Unnamed,Ethiopia,1886,NA
1370,East Ziway,Ethiopia,1889,NA
1371,Butajiri-Silti Field,Ethiopia,2281,NA
1372,Aluto,Ethiopia,2335,1550
1373,Shala,Ethiopia,2075,NA
1374,Corbetti,Ethiopia,2289,-396
1375,Bilate River Field,Ethiopia,1700,NA
1376,Korath Range,Ethiopia,912,NA
1377,Lake Turkana North Island,Kenya,490,NA
1378,Lake Turkana Central Island,Kenya,518,NA
1379,Marsabit,Kenya,1707,NA
1380,Lake Turkana South Island,Kenya,800,1888
1381,"Barrier, The",Kenya,1032,1921
1382,Namarunu,Kenya,817,-6550
1383,Segererua Plateau,Kenya,699,NA
1384,Emuruangogolak,Kenya,1285,1910
1385,Silali,Kenya,1528,-5050
1386,Paka,Kenya,1697,-7550
1387,Korosi,Kenya,1446,NA
1388,Ol Kokwe,Kenya,1130,NA
1389,Nyambeni Hills,Kenya,750,NA
1390,Menengai,Kenya,2278,-6050
1391,Elmenteita Badlands,Kenya,2126,NA
1392,Homa Mountain,Kenya,1751,NA
1393,"Eburru, Ol Doinyo",Kenya,2856,NA
1394,Olkaria,Kenya,2434,1770
1395,Longonot,Kenya,2776,1863
1396,Suswa,Kenya,2356,NA
1397,"Lengai, Ol Doinyo",Tanzania,2962,2024
1398,Chyulu Hills,Kenya,2188,1855
1399,Igwisi Hills,Tanzania,1146,-10450
1400,Ngozi,Tanzania,2614,1450
1401,Rungwe,Tanzania,2953,1250
1402,Meru,Tanzania,4550,1910
1403,Kyejo,Tanzania,2176,1800
1404,Fort Portal,Uganda,1615,-2120
1405,Kyatwa,Uganda,1430,NA
1406,Katwe-Kikorongo,Uganda,1067,NA
1407,Bunyaruguru,Uganda,1554,NA
1408,Katunga,Uganda,1707,NA
1409,Nyamulagira,DR Congo,3058,2024
1410,Nyiragongo,DR Congo,3470,2024
1411,Karisimbi,DR Congo-Rwanda,4490,-8050
1412,Visoke,DR Congo-Rwanda,3696,1957
1413,Muhavura,Uganda-Rwanda,4103,NA
1414,Bufumbira,Uganda,2100,NA
1415,San Carlos,Equatorial Guinea,2260,NA
1416,San Joaquin,Equatorial Guinea,2009,NA
1417,Santa Isabel,Equatorial Guinea,2999,1923
1418,Tombel Graben,Cameroon,500,NA
1419,Cameroon,Cameroon,4095,2000
1420,Oku Volcanic Field,Cameroon,3011,NA
1421,Todra Volcanic Field,Niger,1780,NA
1422,Tahalra Volcanic Field,Algeria,1467,NA
1423,Atakor Volcanic Field,Algeria,2918,NA
1424,Manzaz Volcanic Field,Algeria,1672,NA
1425,"Toh, Tarso",Chad,2000,NA
1426,"Tousside, Tarso",Chad,3265,NA
1427,"Koussi, Emi",Chad,3415,NA
1428,"Voon, Tarso",Chad,3100,NA
1429,"Marra, Jebel",Sudan,3042,-2000
1430,Kutum Volcanic Field,Sudan,1779,NA
1431,Meidob Volcanic Field,Sudan,2000,-2950
1432,Bayuda Volcanic Field,Sudan,670,850
1433,"Ash Shaam, Harrat",Syria-Jordan-Saudi Arabia,1100,-2670
1434,"Lunayyir, Harrat",Saudi Arabia,1370,1000
1435,"Ithnayn, Harrat",Saudi Arabia,1625,NA
1436,"Khaybar, Harrat",Saudi Arabia,2093,650
1437,"Kishb, Harrat",Saudi Arabia,1475,NA
1438,"Birk, Harrat al",Saudi Arabia,587,NA
1439,"Rahat, Harrat",Saudi Arabia,1744,1256
1440,"Yar, Jabal",Saudi Arabia,305,1810
1441,"Arhab, Harra of",Yemen,3100,500
1442,"Haylan, Jabal",Yemen,1550,-1200
1443,"Dhamar, Harras of",Yemen,3500,NA
1444,"Sawad, Harra Es-",Yemen,1737,1253
1445,Balhaf-Bir Ali Volcanic Field,Yemen,604,NA
1446,Bir Borhut,Yemen,464,NA
1447,Damavand,Iran,5670,-5350
1448,"Grille, La",Comoros,1087,NA
1449,Mayotte,France,660,2019
1450,Ambre-Bobaomby,Madagascar,1475,NA
1451,Nosy-Be,Madagascar,214,NA
1452,Ankaizina Field,Madagascar,2878,NA
1453,Itasy Volcanic Field,Madagascar,1800,-6050
1454,Vakinankaratra,Madagascar,2644,NA
1455,Karthala,Comoros,2361,2007
1456,"Fournaise, Piton de la",France,2632,2023
1457,Boomerang Seamount,France,-650,1995
1458,Amsterdam Island,France,881,NA
1459,St. Paul,France,268,1793
1460,McDonald Islands,Australia,230,2005
1461,Heard,Australia,2745,2024
1462,Kerguelen Islands,France,1840,NA
1463,"Est, Ile de l'",France,1090,NA
1464,"Possession, Ile de la",France,934,NA
1465,"Cochons, Ile aux",France,775,NA
1466,Prince Edward Island,South Africa,672,NA
1467,Marion Island,South Africa,1230,2004
1468,Kaikohe-Bay of Islands,New Zealand,388,400
1469,Mayor Island,New Zealand,355,-5060
1470,Auckland Volcanic Field,New Zealand,260,1446
1471,Taranaki,New Zealand,2518,1800
1472,Whakaari/White Island,New Zealand,294,2024
1473,Okataina,New Zealand,1111,1981
1474,Taupo,New Zealand,760,260
1475,Tongariro,New Zealand,1978,2012
1476,Clark,New Zealand,-860,NA
1477,Tangaroa,New Zealand,-600,NA
1478,Ruapehu,New Zealand,2797,2007
1479,Rumble V,New Zealand,-400,NA
1480,Rumble IV,New Zealand,-500,NA
1481,Rumble III,New Zealand,-220,2008
1482,Rumble II West,New Zealand,-1200,NA
1483,Healy,New Zealand,-980,1360
1484,Brothers,New Zealand,-1350,NA
1485,Wright,New Zealand,-900,NA
1486,Curtis Island,New Zealand,47,NA
1487,Macauley,New Zealand,238,-4360
1488,Giggenbach,New Zealand,-65,NA
1489,Raoul Island,New Zealand,516,2006
1490,Monowai,New Zealand,-132,2014
1491,Unnamed,Tonga,-385,NA
1492,Unnamed,Tonga,-65,NA
1493,Unnamed,Tonga,-68,1932
1494,Unnamed,Tonga,-296,2017
1495,Hunga Tonga-Hunga Ha'apai,Tonga,114,2022
1496,Fonuafo'ou,Tonga,-17,1936
1497,Kao,Tonga,1009,1847
1498,Tofua,Tonga,515,2024
1499,Lateiki,Tonga,43,2019
1500,Home Reef,Tonga,-10,2023
1501,Unnamed,Tonga,-40,2019
1502,Late,Tonga,540,1854
1503,Tafahi,Tonga,546,NA
1504,Curacoa,Tonga,-33,1979
1505,Fonualei,Tonga,188,1957
1506,Niuafo'ou,Tonga,260,1946
1507,Tafu-Maka,Tonga,-1400,2008
1508,West Mata,Tonga,-1174,2009
1509,Vailulu'u,United States,-592,2003
1510,Ta'u,United States,931,NA
1511,Ofu-Olosega,United States,639,1866
1512,Tutuila,United States,653,440
1513,Upolu,Samoa,1100,NA
1514,Savaii,Samoa,1858,1911
1515,Taveuni,Fiji,1241,1550
1516,Nabukelevu,Fiji,791,1660
1517,St. Andrew Strait,Papua New Guinea,270,1957
1518,Central Bismarck Sea,Papua New Guinea,-1300,1972
1519,Blup Blup,Papua New Guinea,402,NA
1520,Kadovar,Papua New Guinea,365,2023
1521,Boisa,Papua New Guinea,240,NA
1522,Bam,Papua New Guinea,685,1960
1523,Manam,Papua New Guinea,1807,2024
1524,Karkar,Papua New Guinea,1839,1979
1525,Hankow Reef,Papua New Guinea,-5,NA
1526,Long Island,Papua New Guinea,1280,1993
1527,Umboi,Papua New Guinea,1335,NA
1528,Ritter Island,Papua New Guinea,75,2007
1529,Sakar,Papua New Guinea,992,NA
1530,Langila,Papua New Guinea,1330,2024
1531,Dakataua,Papua New Guinea,408,1895
1532,Bola,Papua New Guinea,1116,NA
1533,Garua Harbour,Papua New Guinea,565,NA
1534,Lolo,Papua New Guinea,796,NA
1535,Krummel-Garbuna-Welcker,Papua New Guinea,564,2008
1536,Witori,Papua New Guinea,724,2012
1537,Sulu Range,Papua New Guinea,610,NA
1538,Hargy,Papua New Guinea,1148,950
1539,Bamus,Papua New Guinea,2248,1886
1540,Ulawun,Papua New Guinea,2334,2023
1541,Lolobau,Papua New Guinea,878,1912
1542,Rabaul,Papua New Guinea,688,2014
1543,Tavui,Papua New Guinea,200,-4946
1544,Hydrographers Range,Papua New Guinea,1915,NA
1545,Lamington,Papua New Guinea,1680,1956
1546,Managlase Plateau,Papua New Guinea,1342,NA
1547,Victory,Papua New Guinea,1832,1935
1548,Goodenough,Papua New Guinea,220,NA
1549,Sessagara Hills,Papua New Guinea,493,1944
1550,Iamalele,Papua New Guinea,194,NA
1551,Dawson Strait Group,Papua New Guinea,500,1350
1552,Lihir,Papua New Guinea,700,NA
1553,Ambitle,Papua New Guinea,450,-350
1554,Billy Mitchell,Papua New Guinea,1544,1580
1555,Balbi,Papua New Guinea,2715,NA
1556,Takuan Group,Papua New Guinea,2210,NA
1557,Bagana,Papua New Guinea,1855,2024
1558,Loloru,Papua New Guinea,1887,-1050
1559,Kana Keoki,Solomon Islands,-700,NA
1560,Coleman Seamount,Solomon Islands,-717,NA
1561,Simbo,Solomon Islands,335,1910
1562,Unnamed,Solomon Islands,-240,NA
1563,Gallego,Solomon Islands,1000,NA
1564,Kavachi,Solomon Islands,-20,2014
1565,Savo,Solomon Islands,485,1847
1566,Tinakula,Solomon Islands,796,2024
1567,Motlav,Vanuatu,411,NA
1568,Suretamatai,Vanuatu,921,1966
1569,Gaua,Vanuatu,729,2022
1570,Ambae,Vanuatu,1496,2023
1571,Ambrym,Vanuatu,1334,2024
1572,Lopevi,Vanuatu,1413,2007
1573,East Epi,Vanuatu,833,2023
1574,Kuwae,Vanuatu,-2,1974
1575,Nguna-Emau,Vanuatu,589,NA
1576,Traitor's Head,Vanuatu,817,1881
1577,Yasur,Vanuatu,361,2024
1578,Gemini-Oscostar,Vanuatu,-33,1996
1579,Matthew Island,France - claimed by Vanuatu,177,1956
1580,Hunter Island,France - claimed by Vanuatu,297,1903
1581,Newer Volcanics Province,Australia,1011,-2900
1582,McBride Volcanic Province,Australia,1020,-5050
1583,Narcondum,India,710,NA
1584,Barren Island,India,354,2024
1585,Seulawah Agam,Indonesia,1810,1839
1586,Peuet Sague,Indonesia,2785,2000
1587,"Telong, Bur ni",Indonesia,2617,1937
1588,Singkut,Indonesia,2181,1881
1589,Sinabung,Indonesia,2460,2021
1590,Toba,Indonesia,2157,NA
1591,Lubukraya,Indonesia,1862,NA
1592,Sibualbuali,Indonesia,1819,NA
1593,Malintang,Indonesia,1983,NA
1594,Sorikmarapi,Indonesia,2145,1986
1595,Talakmau,Indonesia,2919,NA
1596,Marapi,Indonesia,2885,2024
1597,Tandikat-Singgalang,Indonesia,2854,1924
1598,Talang,Indonesia,2575,2007
1599,Kerinci,Indonesia,3800,2024
1600,Sumbing,Indonesia,2507,1921
1601,Hululais,Indonesia,2122,NA
1602,"Daun, Bukit",Indonesia,2467,NA
1603,Kaba,Indonesia,1940,2000
1604,Patah,Indonesia,2836,NA
1605,Dempo,Indonesia,3142,2024
1606,Ranau,Indonesia,1854,NA
1607,Suoh,Indonesia,1000,2024
1608,Rajabasa,Indonesia,1281,NA
1609,Krakatau,Indonesia,285,2023
1610,Pulosari,Indonesia,1324,NA
1611,Karang,Indonesia,1768,NA
1612,Perbakti-Gagak,Indonesia,1726,1939
1613,Salak,Indonesia,2218,1938
1614,Gede-Pangrango,Indonesia,3026,1957
1615,Patuha,Indonesia,2422,NA
1616,Tangkuban Parahu,Indonesia,2084,2019
1617,Papandayan,Indonesia,2665,2002
1618,Kendang,Indonesia,2594,NA
1619,Tampomas,Indonesia,1690,NA
1620,Guntur,Indonesia,2251,1847
1621,Galunggung,Indonesia,2168,1984
1622,Talagabodas,Indonesia,2201,NA
1623,Ciremai,Indonesia,3039,1951
1624,Slamet,Indonesia,3428,2014
1625,Dieng Volcanic Complex,Indonesia,2565,2021
1626,Sundoro,Indonesia,3147,1971
1627,Sumbing,Indonesia,3371,1730
1628,Telomoyo,Indonesia,1864,NA
1629,Ungaran,Indonesia,2033,NA
1630,Merbabu,Indonesia,3118,1797
1631,Merapi,Indonesia,2910,2024
1632,Lawu,Indonesia,3265,1885
1633,Wilis,Indonesia,2563,NA
1634,Kawi-Butak,Indonesia,2651,NA
1635,Kelud,Indonesia,1730,2014
1636,Penanggungan,Indonesia,1631,NA
1637,Arjuno-Welirang,Indonesia,3343,1952
1638,Semeru,Indonesia,3657,2024
1639,Tengger Caldera,Indonesia,2329,2023
1640,Lamongan,Indonesia,1641,1898
1641,Iyang-Argapura,Indonesia,3088,NA
1642,Raung,Indonesia,3260,2022
1643,Baluran,Indonesia,1247,NA
1644,Ijen,Indonesia,2769,1999
1645,Buyan-Bratan,Indonesia,2244,NA
1646,Batur,Indonesia,1711,2000
1647,Agung,Indonesia,2997,2019
1648,Rinjani,Indonesia,3726,2016
1649,Tambora,Indonesia,2850,1967
1650,Sangeang Api,Indonesia,1912,2022
1651,"Sano, Wai",Indonesia,1319,NA
1652,Ranakah,Indonesia,2288,1991
1653,Inierie,Indonesia,2245,-8050
1654,Inielika,Indonesia,1559,2001
1655,Ebulobo,Indonesia,2096,1969
1656,Iya,Indonesia,618,1969
1657,Kelimutu,Indonesia,1639,1968
1658,Paluweh,Indonesia,875,2013
1659,Egon,Indonesia,1661,2008
1660,Lewotobi,Indonesia,1703,2024
1661,Leroboleng,Indonesia,1095,2003
1662,Iliboleng,Indonesia,1659,1993
1663,Lewotolok,Indonesia,1431,2024
1664,Ililabalekan,Indonesia,1018,NA
1665,Iliwerung,Indonesia,583,2021
1666,"Tara, Batu",Indonesia,633,2015
1667,Sirung,Indonesia,1347,2021
1668,Wurlali,Indonesia,868,1892
1669,Teon,Indonesia,728,1904
1670,Nila,Indonesia,781,1968
1671,Serua,Indonesia,608,1921
1672,Manuk,Indonesia,257,NA
1673,Banda Api,Indonesia,596,1988
1674,Colo,Indonesia,404,1983
1675,Ambang,Indonesia,1795,2005
1676,Soputan,Indonesia,1785,2020
1677,Lokon-Empung,Indonesia,1580,2015
1678,Mahawu,Indonesia,1299,1977
1679,Klabat,Indonesia,1968,NA
1680,Tangkoko-Duasudara,Indonesia,1334,1880
1681,Ruang,Indonesia,725,2024
1682,Karangetang,Indonesia,1797,2023
1683,Banua Wuhu,Indonesia,-5,1919
1684,Awu,Indonesia,1318,2004
1685,Tarakan,Indonesia,317,NA
1686,Dukono,Indonesia,1273,2024
1687,Tobaru,Indonesia,1035,NA
1688,Ibu,Indonesia,1325,2024
1689,Gamkonora,Indonesia,1635,2007
1690,Jailolo,Indonesia,993,NA
1691,Hiri,Indonesia,630,NA
1692,Todoko-Ranu,Indonesia,979,NA
1693,Kie Matubu,Indonesia,1713,1210
1694,Mare,Indonesia,308,NA
1695,Moti,Indonesia,927,NA
1696,Gamalama,Indonesia,1714,2018
1697,Tigalalu,Indonesia,422,NA
1698,Amasing,Indonesia,1006,NA
1699,Bibinoi,Indonesia,932,NA
1700,Kie Besi,Indonesia,1357,1988
1701,Melebingoy,Philippines,1824,1641
1702,Balut,Philippines,840,NA
1703,Matutum,Philippines,2262,1290
1704,Leonard Range,Philippines,1080,80
1705,Apo,Philippines,2938,NA
1706,Makaturing,Philippines,1818,1882
1707,Kalatungan,Philippines,2824,NA
1708,Ragang,Philippines,2790,1916
1709,Malindang,Philippines,2404,NA
1710,Musuan,Philippines,610,NA
1711,Camiguin,Philippines,1552,1953
1712,Kanlaon,Philippines,2422,2024
1713,Cabalían,Philippines,912,1820
1714,Biliran,Philippines,1301,1939
1715,Bulusan,Philippines,1535,2022
1716,Pocdol Mountains,Philippines,1102,NA
1717,Masaraga,Philippines,1294,NA
1718,Mayon,Philippines,2462,2024
1719,Iriga,Philippines,1138,NA
1720,Isarog,Philippines,1966,-3500
1721,Malindig,Philippines,1157,NA
1722,Banahaw,Philippines,2158,NA
1723,San Pablo Volcanic Field,Philippines,1090,1350
1724,Taal,Philippines,311,2024
1725,Pinatubo,Philippines,1486,2021
1726,Patoc,Philippines,1865,NA
1727,Ambalatungan Group,Philippines,2329,NA
1728,Laguna Caldera,Philippines,743,NA
1729,Cagua,Philippines,1133,1860
1730,Camiguin de Babuyanes,Philippines,712,1857
1731,Didicas,Philippines,228,1978
1732,Babuyan Claro,Philippines,1064,1924
1733,Iraya,Philippines,1009,1454
1734,Hainan Volcanic Field,China,196,1933
1735,Ly Son Group,Vietnam,157,NA
1736,"Cendres, Ile des",Vietnam,-20,1923
1737,Popa,Burma (Myanmar),1518,-6050
1738,Tengchong,China,2865,-5750
1739,Kueishantao,Taiwan,361,1853
1740,Tatun Volcanic Group,Taiwan,1120,648
1741,Submarine Volcano NNE of Iriomotejima,Japan,-200,1924
1742,Yokoatejima,Japan,495,1835
1743,Akusekijima,Japan,555,NA
1744,Io-Torishima,Japan,212,1968
1745,Suwanosejima,Japan,796,2024
1746,Kuchinoshima,Japan,628,1190
1747,Nakanoshima,Japan,979,1914
1748,Kuchinoerabujima,Japan,657,2020
1749,Kikai,Japan,704,2020
1750,Ata,Japan,924,885
1751,Yonemaru-Sumiyoshiike,Japan,40,-6200
1752,Aira,Japan,1117,2024
1753,Fukue,Japan,315,-400
1754,Kirishimayama,Japan,1700,2018
1755,Unzendake,Japan,1483,1996
1756,Asosan,Japan,1592,2021
1757,Kujusan,Japan,1791,1996
1758,Yufu-Tsurumi,Japan,1584,867
1759,Abu,Japan,641,-6850
1760,Sanbesan,Japan,1126,650
1761,Izu-Tobu,Japan,1406,1989
1762,Hakoneyama,Japan,1438,2015
1763,Yokodake,Japan,2480,1200
1764,Fujisan,Japan,3776,1708
1765,Ontakesan,Japan,3067,2014
1766,Hakusan,Japan,2702,1659
1767,Norikuradake,Japan,3026,-50
1768,Washiba-Kumonotaira,Japan,2924,NA
1769,Yakedake,Japan,2455,1995
1770,Midagahara,Japan,2621,1839
1771,Niigata-Yakeyama,Japan,2400,1998
1772,Myokosan,Japan,2454,-750
1773,Asamayama,Japan,2568,2019
1774,Shiga,Japan,2041,NA
1775,Harunasan,Japan,1449,550
1776,Kusatsu-Shiranesan,Japan,2165,2018
1777,Hiuchigatake,Japan,2356,1544
1778,Akagisan,Japan,1828,NA
1779,Nantaisan,Japan,2486,-9540
1780,Omanago Group,Japan,2341,-3050
1781,Takaharayama,Japan,1795,-4570
1782,Nikko-Shiranesan,Japan,2578,1952
1783,Numazawa,Japan,835,-3400
1784,Nasudake,Japan,1915,1963
1785,Bandaisan,Japan,1816,1888
1786,Adatarayama,Japan,1728,1996
1787,Azumayama,Japan,1949,1977
1788,Hijiori,Japan,552,NA
1789,Zaozan [Zaosan],Japan,1841,1940
1790,Naruko,Japan,470,837
1791,Kurikomayama,Japan,1627,1950
1792,Chokaisan,Japan,2236,1974
1793,Akita-Komagatake,Japan,1637,1971
1794,Iwatesan,Japan,2038,1919
1795,Hachimantai,Japan,1613,-5350
1796,Megata,Japan,160,-2050
1797,Akita-Yakeyama,Japan,1366,1997
1798,Towada,Japan,1011,915
1799,Iwakisan,Japan,1625,1863
1800,Hakkodasan,Japan,1585,1550
1801,Osorezan,Japan,878,1787
1802,Toshima,Japan,508,-4550
1803,Izu-Oshima,Japan,746,1990
1804,Niijima,Japan,432,886
1805,Kozushima,Japan,572,838
1806,Mikurajima,Japan,851,-4100
1807,Kurose Hole,Japan,-114,NA
1808,Miyakejima,Japan,775,2010
1809,Hachijojima,Japan,854,1606
1810,Kita-Bayonnaise,Japan,-360,NA
1811,Aogashima,Japan,423,1785
1812,Myojinsho,Japan,11,1970
1813,Sumisujima,Japan,136,1916
1814,Sofugan,Japan,99,NA
1815,Suiyo Seamount,Japan,-991,NA
1816,Mokuyo Seamount,Japan,-933,NA
1817,Doyo Seamount,Japan,-590,NA
1818,Nishinoshima,Japan,100,2023
1819,Kaikata Seamount,Japan,-165,NA
1820,Izu-Torishima,Japan,394,2002
1821,Kaitoku Seamount,Japan,-95,2023
1822,Kita-Ioto,Japan,792,2022
1823,Kita-Fukutokutai,Japan,-73,1954
1824,Ioto,Japan,169,2024
1825,Minami-Hiyoshi,Japan,-107,1975
1826,Nikko,Japan,-392,NA
1827,Fukujin,United States,-217,1974
1828,Kasuga 1,United States,-598,1959
1829,Kasuga 2,United States,-274,NA
1830,NW Eifuku,United States,-1535,NA
1831,Daikoku,United States,-323,NA
1832,Fukutoku-Oka-no-Ba,Japan,-29,2021
1833,Ahyi,United States,-75,2024
1834,Supply Reef,United States,-8,NA
1835,Maug Islands,United States,227,NA
1836,Farallon de Pajaros,United States,337,1953
1837,Asuncion,United States,857,1906
1838,Agrigan,United States,965,1917
1839,Pagan,United States,570,2021
1840,Alamagan,United States,744,870
1841,Zealandia Bank,United States,0,NA
1842,Sarigan,United States,538,NA
1843,Guguan,United States,287,1883
1844,East Diamante,United States,-127,NA
1845,Ruby,United States,174,2023
1846,Anatahan,United States,790,2008
1847,NW Rota-1,United States,-517,2010
1848,Esmeralda Bank,United States,-74,NA
1849,Forecast Seamount,United States,-1456,NA
1850,Seamount X,United States,-1230,NA
1851,Esan,Japan,618,1874
1852,Oshima-Oshima,Japan,732,1790
1853,Hokkaido-Komagatake,Japan,1131,2000
1854,Niseko,Japan,1308,-4900
1855,Yoteizan,Japan,1888,-1050
1856,Kuttara,Japan,549,1820
1857,Toya,Japan,733,2001
1858,Rishirizan,Japan,1721,-5830
1859,Shikotsu,Japan,1320,1981
1860,Tokachidake,Japan,2077,2004
1861,Maruyama,Japan,2013,1898
1862,Taisetsuzan,Japan,2291,1739
1863,Akan,Japan,1499,2008
1864,Mashu,Japan,857,1080
1865,Rausudake,Japan,1660,1800
1866,Kussharo,Japan,574,1320
1867,Shiretoko-Iozan,Japan,1562,1936
1868,Tomariyama [Golovnin],Japan - administered by Russia,535,1848
1869,Ruruidake [Smirnov],Japan - administered by Russia,1486,NA
1870,Raususan [Mendeleev],Japan - administered by Russia,882,1880
1871,Chachadake [Tiatia],Japan - administered by Russia,1822,1981
1872,Moekeshiwan [Lvinaya Past],Japan - administered by Russia,528,-7480
1873,Berutarubesan [Berutarube],Japan - administered by Russia,1221,NA
1874,Etorofu-Atosanupuri [Atosanupuri],Japan - administered by Russia,1206,1932
1875,Hitokappu Volcano Group [Bogatyr Ridge],Japan - administered by Russia,1610,NA
1876,Unnamed,Japan - administered by Russia,-195,NA
1877,Etorofu-Yakeyama [Grozny Group],Japan - administered by Russia,1158,2013
1878,Sashiusudake [Baransky],Japan - administered by Russia,1125,1951
1879,Chirippusan [Chirip],Japan - administered by Russia,1587,1860
1880,Moyorodake [Medvezhia],Japan - administered by Russia,1124,1999
1881,Rakkibetsudake [Demon],Japan - administered by Russia,1205,NA
1882,Ivao Group,Russia,1426,NA
1883,Rudakov,Russia,532,NA
1884,Tri Sestry,Russia,998,NA
1885,Kolokol Group,Russia,1328,1973
1886,Chirpoi,Russia,742,2016
1887,Unnamed,Russia,-502,1972
1888,Milna,Russia,1504,1914
1889,Zavaritzki Caldera,Russia,612,1957
1890,Uratman,Russia,678,NA
1891,Prevo Peak,Russia,1360,1825
1892,Ketoi,Russia,1172,1960
1893,Srednii,Russia,36,NA
1894,Ushishur,Russia,357,1884
1895,Rasshua,Russia,956,1957
1896,Sarychev Peak,Russia,1496,2021
1897,Raikoke,Russia,551,2019
1898,Chirinkotan,Russia,724,2022
1899,Ekarma,Russia,1170,2010
1900,Sinarka,Russia,911,1878
1901,Kharimkotan,Russia,1145,1933
1902,Tao-Rusyr Caldera,Russia,1272,1952
1903,Nemo Peak,Russia,1018,1938
1904,Shirinki,Russia,761,NA
1905,Fuss Peak,Russia,1742,1854
1906,Karpinsky Group,Russia,1326,1952
1907,Chikurachki,Russia,1781,2023
1908,Vernadskii Ridge,Russia,1183,NA
1909,Ebeko,Russia,1103,2024
1910,Alaid,Russia,2285,2022
1911,Kambalny,Russia,2116,2017
1912,Yavinsky,Russia,646,-4050
1913,Diky Greben,Russia,1040,350
1914,Kurile Lake,Russia,81,-6440
1915,Koshelev,Russia,1822,1690
1916,Iliinsky,Russia,1555,1901
1917,Zheltovsky,Russia,1926,1923
1918,Olkoviy Volcanic Group,Russia,681,NA
1919,Khodutka,Russia,2039,-300
1920,Asacha,Russia,1910,NA
1921,Visokiy,Russia,1227,NA
1922,Ksudach,Russia,1079,1907
1923,Mutnovsky,Russia,2288,2000
1924,Gorely,Russia,1799,2010
1925,Tolmachev Dol,Russia,1021,300
1926,Vilyuchinsky,Russia,2173,-8050
1927,Barkhatnaya Sopka,Russia,874,-3550
1928,Opala,Russia,2439,1776
1929,Koryaksky,Russia,3430,2009
1930,Avachinsky,Russia,2717,2001
1931,Dzenzursky,Russia,2285,NA
1932,Veer,Russia,520,390
1933,Kostakan,Russia,1150,1350
1934,Bakening,Russia,2278,-550
1935,Zavaritsky,Russia,1567,-800
1936,Akademia Nauk,Russia,1180,1996
1937,Zhupanovsky,Russia,2899,2016
1938,Karymsky,Russia,1513,2022
1939,Maly Semyachik,Russia,1527,1952
1940,Bolshoi Semiachik,Russia,1720,-4450
1941,Taunshits,Russia,2301,-550
1942,Uzon,Russia,1617,200
1943,Kikhpinych,Russia,1515,1550
1944,Krasheninnikov,Russia,1816,1550
1945,Kronotsky,Russia,3482,1923
1946,Gamchen,Russia,2539,-550
1947,Vysoky,Russia,2129,-550
1948,Komarov,Russia,2065,950
1949,Kizimen,Russia,2334,2013
1950,Udina,Russia,2886,NA
1951,Zimina,Russia,3057,NA
1952,Tolbachik,Russia,3611,2013
1953,Kamen,Russia,4585,NA
1954,Bezymianny,Russia,2882,2024
1955,Ushkovsky,Russia,3943,1890
1956,Klyuchevskoy,Russia,4754,2023
1957,Piip,Russia,-300,-5050
1958,Khangar,Russia,1967,1500
1959,Cherpuk Group,Russia,1868,-4550
1960,Sheveluch,Russia,3283,2024
1961,Ichinsky,Russia,3596,1740
1962,Bolshoi-Kekuknaysky,Russia,1401,-5310
